workerid,trial_type,story,scenario,topic,slide_number,response,block,qud,language,enjoyment,gender,age,comments,asses,education,OS,screenH,screenW,Browser,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.time_in_minutes
1,"""distributiveFiller""","""Fiona and her friend are both teachers, and they are talking about their students. Her friend asks about her most recent lecture.""","""The students took notes during the lecture.""","""lecture""",20,0,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""pronounFiller""","""Vincent and his friend are discussing his favorite television show. His friend asks what happened on the last episode of the show.""","""Samuel threatened Justin with a knife, and he alerted security with a shout.""","""television show""",21,0.18,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Travis and his friend both frequent the gym, and they&quotecharre meeting up to have coffee today. When they get a table at the coffee shop, his friend asks him what he did at the gym last time he went.""","""I lifted weights at the gym.""","""weights""",22,0.14,"""exhaustivity""","""exhaustive""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""pronounFiller""","""Drew and his friend are talking about Drew&quotechars sons, who are huge comic book fans. His friend asks him what they&quotecharve been reading lately.""","""John gave the new Marvel comic to Sean, and he started reading it right away.""","""comic""",23,1,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""distributiveFiller""","""Crystal and her friend are talking about spending time with their significant others&quotechar families. Her friend asks about her recent outing with her boyfriend.""","""Brandon and his brother put cheese on their pasta at dinner.""","""pasta""",24,0,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""When Jacqueline and her friend went for a hike last week, they set out to find the best pre-made salad at the grocery store this week. They have plans to meet up today. Upon meeting, her friend asks her what she ate for dinner.""","""I ate a salad for dinner.""","""salad""",25,0.33,"""exhaustivity""","""polar""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""When Paul and his friend had lunch last week, they resolved to reach out to their significant others more often. They are going to have lunch together again today. When they arrive at the restaurant, his friend asks who he&quotechars been in touch with today.""","""I spoke to my partner on the phone.""","""partner""",26,0.33,"""exhaustivity""","""polar""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""distributiveFiller""","""Tim and his friend are swapping roommate stories, since they both live in communal living spaces. His friend asks for an update on his roommates.""","""Ben and Connor ordered coffee before going to work.""","""roommate""",27,0.56,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""distributiveFiller""","""George and his friend each have a sister, and they are talking about their siblings today. His friend asks what his sister has been up to lately.""","""Samantha and her friend Megan went to a country concert.""","""country concert""",28,0.93,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Christopher and his friend both agreed that their lipstick collections needed refreshing when they had a drink together the other evening, and resolved to each buy a new one by the next time they saw each other. They are running errands together today. When they first meet up at the car wash, his friend asks what he got the last time he went to Sephora.""","""I got a lipstick at Sephora.""","""lipstick""",29,0.42,"""exhaustivity""","""polar""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Angela and her friend both love to sing karaoke, and they&quotecharre having a glass of wine at Angela&quotechars place today. Upon arriving at Angela&quotechars, her friend asks her what she sang at karaoke the other night.""","""I sang a ballad at karaoke.""","""ballad""",30,0.25,"""exhaustivity""","""exhaustive""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""pronounFiller""","""Chris and his friend are musicians, and they are discussing the dynamics in their respective bands. His friend asks him whether there is any drama in his band.""","""Richard respects Harry, and Dennis absolutely worships him.""","""band""",31,0.94,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""distributiveFiller""","""Vanessa and her friend are recapping their first week in college. Her friend asks for a funny professor story. ""","""The professors ate fried rice before returning to their research.""","""professors""",32,0.63,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""pronounFiller""","""Janet and her friend are chatting about the recent local election. Her friend asks how the election turned out. ""","""Adam defeated Bill, and special interests promptly began lobbying him.""","""election""",33,0,"""exhaustivity""",NA,"""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Nicole and her friend both agreed that they both needed to add a pair of sandals to their shoe collections when they went hiking last week, and resolved to each buy a new pair before they hung out next. They are planning on watching a movie together tonight. Outside the movie theater, her friend asks what she&quotechars bought recently.""","""I got a pair of sandals at the mall.""","""sandals""",34,0.34,"""exhaustivity""","""polar""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Jose and his friend both consider themselves \""movers and shakers,\"" and they always make plans for after work. They&quotecharre meeting at happy hour today. At the bar, his friend asks where he went after work yesterday.""","""I went to the gym after work.""","""gym""",35,0.23,"""exhaustivity""","""exhaustive""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Katie and her friend agreed to add kale to their morning breakfast smoothies more often as part of the healthy eating bender they started together last week. They have plans to go for a walk this morning before work. Upon meeting, her friend asks what she added to her breakfast smoothie.""","""I added kale to a breakfast smoothie.""","""kale""",37,"""polar""","""qud_assessment""","""polar""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Alyssa and her friend both strongly believe in giving their loved ones housewarming gifts, and they are about to go thrift shopping together. At the first thrift shop, her friend asks what she bought her cousin for her recent housewarming.""","""I purchased tulips as a housewarming gift.""","""tulips""",38,"""exhaustive""","""qud_assessment""","""exhaustive""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Greg and his friend both really enjoy giving their loved ones birthday gifts, and they are going to work out together today. At the gym entrance, his friend asks what he bought his sister for his birthday.""","""I gave my sister a perfume as a birthday gift.""","""perfume""",39,"""exhaustive""","""qud_assessment""","""exhaustive""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Bradley and his friend both have a policy of giving not only wedding gifts, but also engagement gifts to their loved ones who are getting married. They will be meeting later today to buy houseplants together. Upon reaching the nursery, his friend asks what he sent his college roommate for his recent engagement.""","""I sent a fruit basket as an engagement gift.""","""fruit basket""",40,"""exhaustive""","""qud_assessment""","""exhaustive""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Gabrielle and her friend both prefer breakfast to any other meal, and they&quotecharre planning on going for a hike today. At the trailhead, her friend asks her what she ate for breakfast.""","""I had cereal for breakfast.""","""cereal""",41,"""exhaustive""","""qud_assessment""","""exhaustive""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""The last time Erin and her friend hung out, they decided they would sign up for a pottery class by time time they met up next. They are eating dinner together today. Once they turn up at the restaurant, her friend asks what classes she&quotechars signed up for recently.""","""I signed up for a pottery class.""","""pottery""",42,"""polar""","""qud_assessment""","""polar""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
1,"""critical""","""Christopher and his friend both realized when they had lunch the other day that they should plant tomatoes in their yards by the next time they meet. They are going for a bike ride together this afternoon. As they unlock and get onto their bikes, his friend asks what he planted in the yard.""","""I planted tomatoes in the yard.""","""tomatoes""",43,"""polar""","""qud_assessment""","""polar""","""english""","""2""","""Male""","""36""","""yes""","""Yes""","""3""","""Windows""",864,1536,"""Chrome""","""3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3MRHU529460FT6BSZPDSZG6MHN12AK""","""Language study""","""A 20-minute study where you respond to sentences.""","""language experiment study communication stanford fun cognitive science""","""$5.00""","""Thu Oct 18 11:53:45 PDT 2018""","""5""","""0""","""0""","""0""","""Reviewable""","""NotReviewed""","""1 cond""","""3600""","""60000""","""Sat Nov 17 10:53:45 PST 2018""","""https://requester.mturk.com/mturk/manageHIT?HITId=3LB1BGHFL27QJWUP4I6NI94UXV8TYN""","""3018Q3ZVOJ1FUJHOAPSE4SHT7LSRA8""",1,"""Submitted""","""Fri Oct 19 04:54:52 PDT 2018""","""Thu Oct 18 11:53:57 PDT 2018""","""Thu Oct 18 12:14:52 PDT 2018""","""""","""""","""""","""""","""""","""[]""","""20.052266666666668"""
